Sample	Family ID	Population	Population Description	Gender	Relationship	Unexpected Parent/Child 	Non Paternity	Siblings	Grandparents	Avuncular	Half Siblings	Unknown Second Order	Third Order	Other Comments
NA19225	Y057	YRI	Yoruba in Ibadan, Nigeria	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19226	Y057	YRI	Yoruba in Ibadan, Nigeria	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19235	Y116	YRI	Yoruba in Ibadan, Nigeria	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19236	Y116	YRI	Yoruba in Ibadan, Nigeria	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19237	Y116	YRI	Yoruba in Ibadan, Nigeria	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19238	Y117	YRI	Yoruba in Ibadan, Nigeria	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19239	Y117	YRI	Yoruba in Ibadan, Nigeria	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19240	Y117	YRI	Yoruba in Ibadan, Nigeria	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19247	Y120	YRI	Yoruba in Ibadan, Nigeria	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19248	Y120	YRI	Yoruba in Ibadan, Nigeria	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19249	Y120	YRI	Yoruba in Ibadan, Nigeria	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19252	Y025	YRI	Yoruba in Ibadan, Nigeria	male	child	NA	NA18908	NA	NA	NA	NA	NA	NA	NA
NA19254	Y062	YRI	Yoruba in Ibadan, Nigeria	female	mother	NA	NA	NA19213	NA	NA19215 (niece/nephew)	NA	NA	NA	NA
NA19256	Y092	YRI	Yoruba in Ibadan, Nigeria	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19257	Y092	YRI	Yoruba in Ibadan, Nigeria	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19258	Y092	YRI	Yoruba in Ibadan, Nigeria	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19307	NA19307	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19308	NA19308	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19309	NA19309	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19310	NA19310	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19311	NA19311	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA19027	NA	NA
NA19312	NA19312	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19313	LWK001	LWK	Luhya in Webuye, Kenya	female	NA	NA19331	NA	NA	NA	NA	NA	NA19334	NA	NA
NA19314	NA19314	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19315	NA19315	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19316	NA19316	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19317	NA19317	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19318	NA19318	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19319	NA19319	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19320	NA19320	LWK	Luhya in Webuye, Kenya	female	unrel	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19321	NA19321	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19323	NA19323	LWK	Luhya in Webuye, Kenya	female	unrel	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19324	NA19324	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19327	NA19327	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19328	NA19328	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19331	LWK001	LWK	Luhya in Webuye, Kenya	male	NA	NA19313	NA	NA	NA	NA	NA	NA	NA19334	NA
NA19332	NA19332	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19334	NA19334	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA19313	NA19331	NA
NA19338	NA19338	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19346	NA19346	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19347	NA19347	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA19352	NA	NA	NA	NA	NA	NA
NA19350	NA19350	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19351	NA19351	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19352	NA19352	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA19347	NA	NA	NA	NA	NA	NA
NA19355	NA19355	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19359	NA19359	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19360	NA19360	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19371	NA19371	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19372	NA19372	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19373	NA19373	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA19374	NA	NA	NA	NA	NA	NA
NA19374	NA19374	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA19373	NA	NA	NA	NA	NA	NA
NA19375	NA19375	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19376	NA19376	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19377	NA19377	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19378	NA19378	LWK	Luhya in Webuye, Kenya	female	unrel	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19379	NA19379	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19380	NA19380	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA19382	NA	NA	NA
NA19381	LWK002	LWK	Luhya in Webuye, Kenya	female	NA	NA19382	NA	NA	NA	NA	NA	NA	NA	NA
NA19382	LWK002	LWK	Luhya in Webuye, Kenya	male	NA	NA19381	NA	NA	NA	NA	NA19380	NA	NA	NA
NA19383	NA19383	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19384	NA19384	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA19025	NA
NA19385	NA19385	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19390	NA19390	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19391	NA19391	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19393	NA19393	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19394	NA19394	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19395	NA19395	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19396	NA19396	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA19397	NA	NA	NA	NA	NA	NA
NA19397	NA19397	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA19396	NA	NA	NA	NA	NA	NA
NA19398	NA19398	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19399	NA19399	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19401	NA19401	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19403	NA19403	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19404	NA19404	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19428	NA19428	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19429	NA19429	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19430	NA19430	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA19037, NA19039	NA
NA19431	NA19431	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19432	LWK003	LWK	Luhya in Webuye, Kenya	female	NA	NA19434, NA19444	NA	NA	NA	NA	NA	NA	NA	NA
NA19434	LWK003	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA19444	NA	NA	NA	NA19453	NA	NA
NA19435	NA19435	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19436	NA19436	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19437	NA19437	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19438	NA19438	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19439	NA19439	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19440	NA19440	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19443	NA19443	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA19470	NA	NA19469 (niece/nephew)	NA	NA	NA	NA
NA19444	LWK003	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA19434	NA	NA	NA	NA19453	NA	NA
NA19445	LWK004	LWK	Luhya in Webuye, Kenya	female	NA	NA19453	NA	NA	NA	NA	NA	NA	NA	NA
NA19446	NA19446	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19448	NA19448	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19449	NA19449	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19451	NA19451	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19452	NA19452	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19453	LWK004	LWK	Luhya in Webuye, Kenya	male	NA	NA19445	NA	NA	NA	NA	NA	NA19434, NA19444	NA	NA
NA19454	NA19454	LWK	Luhya in Webuye, Kenya	male	unrel	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19455	NA19455	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19456	NA19456	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19457	NA19457	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19461	NA19461	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19462	NA19462	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19463	NA19463	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19466	NA19466	LWK	Luhya in Webuye, Kenya	male	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19467	NA19467	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19468	NA19468	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19469	LWK005	LWK	Luhya in Webuye, Kenya	female	NA	NA19470	NA	NA	NA	NA19443 (aunt/uncle)	NA	NA	NA	NA
NA19470	LWK005	LWK	Luhya in Webuye, Kenya	female	NA	NA19469	NA	NA19443	NA	NA	NA	NA	NA	NA
NA19471	NA19471	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19472	NA19472	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19473	NA19473	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19474	NA19474	LWK	Luhya in Webuye, Kenya	female	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19475	NA19475	LWK	Luhya in Webuye, Kenya	female	unrel	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19625	2357	ASW	African Ancestry in Southwest US	female	child	NA	NA	NA	NA	NA	NA	NA20414	NA	NA
NA19648	m001	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19649	m001	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19650	m001	MXL	Mexican Ancestry in Los Angeles, California	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19651	m005	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19652	m005	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19653	m005	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19654	m006	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19655	m006	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19656	m006	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19657	m007	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA19753	NA	NA
NA19658	m007	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19659	m007	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19660	m008	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA19685	NA	NA19672	NA19686	NA19664 (niece/nephew)	NA	NA	NA	NA
NA19661	m008	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA19685	NA	NA	NA19686	NA	NA	NA	NA	NA
NA19662	m008	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA19685	NA	NA19686(niece/nephew),  NA19672 (aunt/uncle)	NA	NA	NA	NA
NA19663	m012	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19664	m012	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA19672, NA19660(aunt/uncle)	NA	NA	NA	NA
NA19665	m012	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19669	m002	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19670	m002	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19671	m002	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19672	2382	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA19660	NA	NA19685, NA19662, NA19664 (niece/nephew)	NA	NA19685	NA	NA
NA19674	2382	MXL	Mexican Ancestry in Los Angeles, California	male	child of 19672	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19675	m004	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA19678, NA19679	NA	NA19680	NA	NA	NA	NA	NA	NA
NA19676	m004	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19677	m004	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA19679, NA19678	NA19680(aunt/uncle)	NA	NA	NA	NA
NA19678	m009	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA19675	NA	NA	NA19677	NA	NA	NA	NA	NA
NA19679	m009	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA19675	NA	NA	NA19677	NA	NA	NA	NA	NA
NA19680	m009	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA19675	NA	NA19677 (niece/nephew)	NA	NA	NA	NA
NA19681	m010	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19682	m010	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19683	m010	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19684	m011	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19685	m011	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA19660, NA19661	NA	NA19662	NA	NA19672(aunt/uncle)	NA	NA	NA	NA
NA19686	m011	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA19660, NA19661	NA19662(aunt/uncle)	NA	NA	NA	NA
NA19700	2367	ASW	African Ancestry in Southwest US	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19701	2367	ASW	African Ancestry in Southwest US	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19702	2367	ASW	African Ancestry in Southwest US	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19703	2368	ASW	African Ancestry in Southwest US	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19704	2368	ASW	African Ancestry in Southwest US	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19705	2368	ASW	African Ancestry in Southwest US	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19707	2369	ASW	African Ancestry in Southwest US	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19708	2369	ASW	African Ancestry in Southwest US	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19711	2371	ASW	African Ancestry in Southwest US	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19712	2371	ASW	African Ancestry in Southwest US	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19713	2436	ASW	African Ancestry in Southwest US	female	mother	NA	NA	NA19985	NA	NA19714(niece/nephew)	NA	NA	NA	NA
NA19714	2437	ASW	African Ancestry in Southwest US	female	child	NA	NA	NA	NA	NA19713(aunt/uncle)	NA	NA	NA	NA
NA19716	m014	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19717	m014	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19718	m014	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19719	m015	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19720	m015	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19721	m015	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19722	m016	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19723	m016	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19724	m016	MXL	Mexican Ancestry in Los Angeles, California	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19725	m017	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19726	m017	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA19738	NA	NA
NA19727	m017	MXL	Mexican Ancestry in Los Angeles, California	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19728	m018	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19729	m018	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19730	m018	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19731	m019	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19732	m019	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19733	m019	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19734	2393	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19735	2393	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19737	2394	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19738	2394	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA19726	NA	NA
NA19740	2395	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19741	2395	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19742	2395	MXL	Mexican Ancestry in Los Angeles, California	male	child of 19740	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19746	m023	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19747	m023	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19748	m023	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19749	m024	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19750	m024	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19751	m024	MXL	Mexican Ancestry in Los Angeles, California	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19752	2401	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19753	2401	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA19657	NA	NA
NA19754	2401	MXL	Mexican Ancestry in Los Angeles, California	female	child of 19752&3	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19755	m026	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19756	m026	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19757	m026	MXL	Mexican Ancestry in Los Angeles, California	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19758	m027	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19759	m027	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19760	m027	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19761	m028	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19762	m028	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19763	m028	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19764	2405	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19766	2405	MXL	Mexican Ancestry in Los Angeles, California	female	child of 19764	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19770	m031	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19771	m031	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19772	m031	MXL	Mexican Ancestry in Los Angeles, California	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19773	m033	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19774	m033	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19775	m033	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19776	m034	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19777	m034	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19778	m034	MXL	Mexican Ancestry in Los Angeles, California	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19779	m035	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19780	m035	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19781	m035	MXL	Mexican Ancestry in Los Angeles, California	female	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19782	m036	MXL	Mexican Ancestry in Los Angeles, California	female	mother	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19783	m036	MXL	Mexican Ancestry in Los Angeles, California	male	father	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA19784	m036	MXL	Mexican Ancestry in Los Angeles, California	male	child	NA	NA	NA	NA	NA	NA	NA	NA	NA
